,property name,property street,property city,property state,property zipcode,Studio,1 Bedroom,2 Bedrooms,3 Bedrooms,Latitude,Longitude,URL
706,1526 Wolf St,1526 Wolf St,Philadelphia,PA,19145,NA,NA,"$1,550",NA,39.92208,-75.1729,https://www.apartments.com/1526-wolf-st-philadelphia-pa/ng65gvn/
707,3968 Terrace St,3968 Terrace St,Philadelphia,PA,19128,NA,NA,NA,"$1,600",40.02338,-75.2152,https://www.apartments.com/3968-terrace-st-philadelphia-pa/y1gtv8t/
708,1218 S 51st St Unit 3,1218 S 51st St Unit 3,Philadelphia,PA,19143,NA,NA,NA,"$1,650",39.94186,-75.21876,https://www.apartments.com/1218-s-51st-st-philadelphia-pa-unit-3/tk3yr3c/
709,52304 Delaire Landing Rd Unit 304,52304 Delaire Landing Rd Unit 304,Philadelphia,PA,19114,NA,NA,"$1,350",NA,40.04634,-74.99028,https://www.apartments.com/52304-delaire-landing-rd-philadelphia-pa-unit-304/ewfpzkm/
710,2716 S Cleveland St,2716 S Cleveland St,Philadelphia,PA,19145,NA,NA,NA,"$1,375",39.91734,-75.17873,https://www.apartments.com/2716-s-cleveland-st-philadelphia-pa/4km5j2h/
711,3232 W Berks St,3232 W Berks St,Philadelphia,PA,19121,NA,NA,"$1,350",NA,39.98539,-75.18709,https://www.apartments.com/3232-w-berks-st-philadelphia-pa/t8zv3t9/
712,106 S 51st St,106 S 51st St,Philadelphia,PA,19139,NA,NA,NA,"$1,175",39.95796,-75.22353,https://www.apartments.com/106-s-51st-st-philadelphia-pa/txqkrbc/
713,Canterbury Court Apartment Homes,9951 Academy Rd,Philadelphia,PA,19114,NA,"$1,010 – 1,175",NA,NA,40.07619,-75.0001,https://www.apartments.com/canterbury-court-apartment-homes-philadelphia-pa/1n3t3j6/
714,4931 Keyser St,4931 Keyser St,Philadelphia,PA,19144,NA,NA,NA,"$1,300",40.02576,-75.16611,https://www.apartments.com/4931-keyser-st-philadelphia-pa/703nnxy/
715,730 Thomas Rd,730 Thomas Rd,Philadelphia,PA,19118,NA,NA,NA,NA,40.08485,-75.23477,https://www.apartments.com/730-thomas-rd-philadelphia-pa/4774c4l/
716,2018 Walnut St Unit 8D,2018 Walnut St Unit 8D,Philadelphia,PA,19103,NA,"$1,600",NA,NA,39.9506,-75.1746,https://www.apartments.com/2018-walnut-st-philadelphia-pa-unit-8d/ttckz29/
717,2439 S Lawrence St,2439 S Lawrence St,Philadelphia,PA,19148,NA,NA,NA,"$1,400",39.91774,-75.15486,https://www.apartments.com/2439-s-lawrence-st-philadelphia-pa/jwj31l5/
718,5634 Gainor Rd,5634 Gainor Rd,Philadelphia,PA,19131,NA,NA,NA,"$1,475",39.98797,-75.23629,https://www.apartments.com/5634-gainor-rd-philadelphia-pa/bwj2syc/
719,Madison at Presidential City,3800-3900 City Ave,Philadelphia,PA,19131,"$1,315 – 1,735","$1,480 – 1,915","$1,935 – 2,505","$2,755 – 3,005",40.00822,-75.20968,https://www.apartments.com/madison-at-presidential-city-philadelphia-pa/ry3jv13/
720,6167 Torresdale Ave,6167 Torresdale Ave,Philadelphia,PA,19135,NA,NA,$900,NA,40.01924,-75.05574,https://www.apartments.com/6167-torresdale-ave-philadelphia-pa/kvnkzb8/
721,2614 W Oakdale St,2614 W Oakdale St,Philadelphia,PA,19132,NA,NA,NA,"$1,295",39.99594,-75.1746,https://www.apartments.com/2614-w-oakdale-st-philadelphia-pa/ecnq74p/
722,431 N 40th St,431 N 40th St,Philadelphia,PA,19104,NA,"$1,000",NA,NA,39.96137,-75.20192,https://www.apartments.com/431-n-40th-st-philadelphia-pa/ksxkxt9/
723,4223 Germantown Ave,4223 Germantown Ave,Philadelphia,PA,19140,NA,$650,NA,NA,40.0188,-75.15518,https://www.apartments.com/4223-germantown-ave-philadelphia-pa/m0gt6dh/
724,1804 E Wishart St,1804 E Wishart St,Philadelphia,PA,19134,NA,NA,NA,NA,39.99577,-75.11386,https://www.apartments.com/1804-e-wishart-st-philadelphia-pa/6dx8k1v/
725,Lyndon At The Curtis,601 Walnut St,Philadelphia,PA,19106,"$2,800","$2,875 – 4,700",NA,NA,39.94788,-75.15137,https://www.apartments.com/lyndon-at-the-curtis-philadelphia-pa/pw2ccrr/
726,230 N Christopher Columbus Blvd Unit 715,230 N Christopher Columbus Blvd Unit 715,Philadelphia,PA,19106,NA,"$2,155",NA,NA,39.95394,-75.1399,https://www.apartments.com/230-n-christopher-columbus-blvd-philadelphia-pa-unit-715/0j9f7v0/
727,1702 Wallace St,1702 Wallace St,Philadelphia,PA,19130,NA,NA,"$1,800",NA,39.96573,-75.16587,https://www.apartments.com/1702-wallace-st-philadelphia-pa/cpqzrkd/
728,2126 Earp St,2126 Earp St,Philadelphia,PA,19146,NA,NA,"$1,425",NA,39.93485,-75.18035,https://www.apartments.com/2126-earp-st-philadelphia-pa/xdx9bdn/
729,956 N 8th St Unit 1,956 N 8th St Unit 1,Philadelphia,PA,19123,NA,NA,NA,"$2,950",39.9697,-75.15039,https://www.apartments.com/956-n-8th-st-philadelphia-pa-unit-1/f8d0p7r/
730,1419 W Allegheny Ave,1419 W Allegheny Ave,Philadelphia,PA,19132,NA,NA,"$1,800",NA,40.0021,-75.15418,https://www.apartments.com/1419-w-allegheny-ave-philadelphia-pa/m6qt0wk/
731,Germantown Square,45-47 West Haines St,Philadelphia,PA,19144,NA,"$1,300 – 1,500","$1,750 – 1,900",NA,40.03787,-75.17781,https://www.apartments.com/germantown-square-philadelphia-pa/jyqqn67/
732,815-37 Arch St Unit 310,815-37 Arch St Unit 310,Philadelphia,PA,19107,NA,NA,"$1,650",NA,39.95379,-75.15413,https://www.apartments.com/815-37-arch-st-philadelphia-pa-unit-310/c25pkqe/
733,3948 Dell St,3948 Dell St,Philadelphia,PA,19140,NA,NA,NA,"$1,200",40.01344,-75.14992,https://www.apartments.com/3948-dell-st-philadelphia-pa/9c1m3f5/
734,3300 Henry Ave,3300 Henry Ave,Philadelphia,PA,19129,NA,NA,"$1,399",NA,40.01185,-75.18389,https://www.apartments.com/3300-henry-ave-philadelphia-pa/5zhr7cp/
735,1819 Carpenter St,1819 Carpenter St,Philadelphia,PA,19146,NA,NA,NA,"$2,750",39.94013,-75.17369,https://www.apartments.com/1819-carpenter-st-philadelphia-pa/4k73bnl/
736,2350 E Norris St,2350 E Norris St,Philadelphia,PA,19125,NA,NA,NA,NA,39.9771,-75.12819,https://www.apartments.com/2350-e-norris-st-philadelphia-pa/jfvbe66/
737,SDG Residences of Fairmount,745 N 20th St,Philadelphia,PA,19130,NA,"$1,550 – 1,850","$1,900 – 2,500",NA,39.96829,-75.16249,https://www.apartments.com/sdg-residences-of-fairmount-philadelphia-pa/bbz6jk8/
738,1101 Washington Ave Unit 705,1101 Washington Ave Unit 705,Philadelphia,PA,19147,NA,"$2,500",NA,NA,39.93789,-75.16036,https://www.apartments.com/1101-washington-ave-philadelphia-pa-unit-705/1sl6cg5/
739,3178 Agate St,3178 Agate St,Philadelphia,PA,19134,NA,NA,"$1,279",NA,39.98909,-75.10775,https://www.apartments.com/3178-agate-st-philadelphia-pa/n9jkc0n/
740,2105 Kensington Ave,2105 Kensington Ave,Philadelphia,PA,19125,NA,NA,NA,"$2,200",39.9863,-75.13186,https://www.apartments.com/2105-kensington-ave-philadelphia-pa/bvsqjyb/
741,1947 S 23rd St,1947 S 23rd St,Philadelphia,PA,19145,NA,NA,NA,"$1,650",39.92767,-75.18389,https://www.apartments.com/1947-s-23rd-st-philadelphia-pa/1tz6874/
742,2024 Race St Unit 3,2024 Race St Unit 3,Philadelphia,PA,19103,NA,NA,NA,"$2,300",39.95738,-75.17334,https://www.apartments.com/2024-race-st-philadelphia-pa-unit-3/xfdtdfq/
743,Hamilton Court,3816-3836 S Chestnut St,Philadelphia,PA,19104,NA,"$1,945 – 1,995","$2,845 – 3,095","$3,500 – 3,795",39.95481,-75.19932,https://www.apartments.com/hamilton-court-philadelphia-pa/0pj5gy2/
744,228 Hermitage St,228 Hermitage St,Philadelphia,PA,19127,NA,NA,NA,NA,40.03244,-75.22882,https://www.apartments.com/228-hermitage-st-philadelphia-pa/z0mrtzx/
745,6237 Carpenter St,6237 Carpenter St,Philadelphia,PA,19143,NA,NA,"$1,300",NA,39.94957,-75.24904,https://www.apartments.com/6237-carpenter-st-philadelphia-pa/0t1etv3/
746,1220 Sansom St Unit 1S,1220 Sansom St Unit 1S,Philadelphia,PA,19107,NA,NA,"$2,020",NA,39.94982,-75.16212,https://www.apartments.com/1220-sansom-st-philadelphia-pa-unit-1s/vr9d06d/
747,1931 E Somerset St,1931 E Somerset St,Philadelphia,PA,19134,NA,NA,NA,$950,39.98975,-75.12083,https://www.apartments.com/1931-e-somerset-st-philadelphia-pa/jl46l95/
748,6700-6702 Keystone St Unit 1ST FL,6700-6702 Keystone St Unit 1ST FL,Philadelphia,PA,19135,NA,NA,$900,NA,40.02185,-75.04426,https://www.apartments.com/6700-6702-keystone-st-philadelphia-pa-unit-1st-fl/bk07bwc/
749,Palazzo at The Piazza,1050 N Hancock St,Philadelphia,PA,19123,NA,"$2,150 – 2,945","$2,900 – 3,100",NA,39.96675,-75.1392,https://www.apartments.com/palazzo-at-the-piazza-philadelphia-pa/2szmfl9/
750,311 E Girard Ave,311 E Girard Ave,Philadelphia,PA,19125,NA,NA,NA,"$2,500",39.97008,-75.13153,https://www.apartments.com/311-e-girard-ave-philadelphia-pa/ldkplnd/
751,2711 Eddington St,2711 Eddington St,Philadelphia,PA,19137,NA,NA,NA,"$1,400",39.99665,-75.07795,https://www.apartments.com/2711-eddington-st-philadelphia-pa/rb1zep0/
752,705 N Dekalb St,705 N Dekalb St,Philadelphia,PA,19104,NA,NA,NA,"$1,295",39.96621,-75.197,https://www.apartments.com/705-n-dekalb-st-philadelphia-pa/439jwrh/
753,3118 N 16th St,3118 N 16th St,Philadelphia,PA,19132,NA,NA,NA,NA,40.00093,-75.15657,https://www.apartments.com/3118-n-16th-st-philadelphia-pa/87tdkx2/
754,1611 N 33rd St Unit F1,1611 N 33rd St Unit F1,Philadelphia,PA,19121,NA,NA,$925,NA,39.98152,-75.18824,https://www.apartments.com/1611-n-33rd-st-philadelphia-pa-unit-f1/864vys1/
755,West River Apartments,3601 Conshohocken Ave,Philadelphia,PA,19131,NA,"$1,395 – 1,425","$1,625 – 1,710",NA,40.00424,-75.20324,https://www.apartments.com/west-river-apartments-philadelphia-pa/7c47vez/
756,2525 Ashford St,2525 Ashford St,Philadelphia,PA,19153,NA,NA,NA,"$1,500",39.91156,-75.24413,https://www.apartments.com/2525-ashford-st-philadelphia-pa/z8pf2xy/
757,2841 S Randolph St,2841 S Randolph St,Philadelphia,PA,19148,NA,NA,NA,"$1,400",39.91288,-75.1578,https://www.apartments.com/2841-s-randolph-st-philadelphia-pa/fl1e5br/
758,Liberty Square,1203 Germantown Ave,Philadelphia,PA,19122,NA,"$1,875 – 2,475","$2,450 – 2,995",NA,39.97083,-75.14053,https://www.apartments.com/liberty-square-philadelphia-pa/hy0hmv0/
759,The Civic,1600-1650 W Girard Ave,Philadelphia,PA,19130,"$1,329 – 1,850","$1,750 – 2,150","$2,292 – 2,521",NA,39.97151,-75.16314,https://www.apartments.com/the-civic-philadelphia-pa/16cseb4/
760,Diamond Green-Student Housing!!,1000 Diamond St,Philadelphia,PA,19122,NA,NA,NA,NA,39.98361,-75.15002,https://www.apartments.com/diamond-green-student-housing-philadelphia-pa/rx12fs2/
761,The Station at Manayunk,1 Parker Ave,Philadelphia,PA,19128,NA,"$1,470 – 1,520","$1,964 – 1,994",NA,40.03425,-75.23627,https://www.apartments.com/the-station-at-manayunk-philadelphia-pa/ncwv55n/
762,The View at Manayunk Apartments,4136-40 Mitchell St,Philadelphia,PA,19128,"$1,295","$1,395 – 1,795","$1,495 – 2,125",NA,40.0269,-75.21192,https://www.apartments.com/the-view-at-manayunk-apartments-philadelphia-pa/rd3g7l0/
763,"Dobson Studios, Lofts and apartments",4055 Ridge Ave,Philadelphia,PA,19129,"$945 – 1,055","$1,030 – 1,780","$1,430 – 1,980","$2,385 – 2,435",40.00775,-75.18894,https://www.apartments.com/dobson-studios-lofts-and-apartments-philadelphia-pa/z18pmxz/
764,The Porter,2940 W Thompson St,Philadelphia,PA,19121,"$1,250","$1,400 – 1,700",NA,NA,39.9764,-75.18453,https://www.apartments.com/the-porter-philadelphia-pa/kyf9blc/
765,Stable Lofts,631 N Broad St,Philadelphia,PA,19123,"$1,750","$1,900 – 2,500","$2,800 – 3,600",NA,39.9645,-75.16052,https://www.apartments.com/stable-lofts-philadelphia-pa/tzp3cnc/
766,The Wellington,135 S 19th St,Philadelphia,PA,19103,"$1,295","$1,695 – 2,300","$2,750 – 3,200","$7,500",39.95074,-75.17221,https://www.apartments.com/the-wellington-philadelphia-pa/h4qd3v1/
767,Northbrook Apartment Homes,1340 Stewarts Way,Philadelphia,PA,19154,NA,"$989 – 1,049","$1,169 – 1,219",NA,40.09686,-74.98482,https://www.apartments.com/northbrook-apartment-homes-philadelphia-pa/9mcjb25/
768,The Mansion at Bala,4700 City Ave,Philadelphia,PA,19131,NA,"$1,345 – 1,815","$1,825 – 2,070","$2,885",40.00113,-75.2252,https://www.apartments.com/the-mansion-at-bala-philadelphia-pa/48hrl8l/
769,Lennox Apartments,236 W Walnut Ln,Philadelphia,PA,19144,$715 – 755,$825 – 895,NA,NA,40.03645,-75.18273,https://www.apartments.com/lennox-apartments-philadelphia-pa/bm4swb8/
770,The Legacy at Drexel Arms,6301 Overbrook Ave,Philadelphia,PA,19151,NA,NA,NA,NA,39.98849,-75.2504,https://www.apartments.com/the-legacy-at-drexel-arms-philadelphia-pa/lgelnpg/
771,The Lofts At Chimney Hill,161 Leverington Ave,Philadelphia,PA,19127,NA,"$1,300 – 1,700","$1,550 – 1,800",NA,40.02987,-75.22745,https://www.apartments.com/the-lofts-at-chimney-hill-philadelphia-pa/cmjwghg/
772,Salem Harbour,455 Old Bridge Rd,Bensalem,PA,19020,NA,"$1,291 – 1,426","$1,538 – 1,638",NA,40.05504,-74.98002,https://www.apartments.com/salem-harbour-bensalem-pa/h5q6mh3/
773,The Kelly,10 Union Ave,Bala Cynwyd,PA,19004,NA,"$1,700 – 2,147","$2,550 – 3,620","$3,705 – 3,970",40.00317,-75.22993,https://www.apartments.com/the-kelly-bala-cynwyd-pa/hezp011/
774,Hamilton Court East Apartments,3455 Street Road,Bensalem,PA,19020,NA,"$999 – 1,149","$1,349",NA,40.12427,-74.96165,https://www.apartments.com/hamilton-court-east-apartments-bensalem-pa/1r0mh55/
775,Towers at Wyncote,8440 Limekiln Pike,Wyncote,PA,19095,"$1,095 – 1,843","$1,270 – 2,530","$1,400 – 4,169","$2,160 – 4,191",40.085,-75.16492,https://www.apartments.com/towers-at-wyncote-wyncote-pa/dk1pfrl/
